Operateur;X;Y;2G;3G;4G
20820;0.525862282298028;49.514358398486515;1;1;0
20810;0.5261718559399033;49.51423883231555;1;1;1
20815;0.5262158391688272;49.51418577973367;0;1;1
20801;0.5378975024673471;49.272319037392755;1;1;1
20801;0.5264254923793851;49.51327290605063;1;1;1
20820;0.7350925121043311;44.78772442323556;1;1;1
20801;0.7188841239410901;45.193736700838066;1;1;1
20801;0.7188841239410901;45.193736700838066;0;0;0
20810;0.7191750561799938;45.19378768447965;1;1;1
20820;0.71919977900485;45.19380620542939;1;1;1
20810;0.6850253686623478;46.01967555902158;1;1;1
20815;0.6850637501978484;46.01968535195313;0;1;1
20801;0.6400382985648477;47.07999902513314;0;1;1
20820;0.6857298744540633;46.01952779195414;1;1;1
20820;0.6319095226373181;47.27439937540524;1;1;1
20801;0.5651293336452362;48.74816099067981;1;0;0
20810;0.7366889909768113;44.78890990811349;1;1;1
20801;0.6320549588918811;47.274402344708825;1;1;1
20801;0.7211062523358445;45.17737866261135;0;1;1
20801;0.7355385678854688;44.82971478846495;1;1;1
20820;0.7216827296293865;45.18135390912794;1;0;0
20810;0.6641568613852448;46.55635320448684;1;1;0
20801;0.7891861154374529;43.47985381185397;1;1;0
20815;0.7891854236843389;43.479871798551734;0;1;0
20810;0.7891854236843389;43.479871798551734;1;1;0
20820;0.6229389210309296;47.50495285523689;1;1;1
20810;0.6229389210309296;47.50495285523689;0;0;1
20801;0.664406690867928;46.55631326207943;1;1;1
20820;0.6532267441632345;46.81754566571973;1;1;1
20810;0.6532267441632345;46.81754566571973;1;1;1
20801;0.5297336793867904;49.53035244377016;1;1;0
20801;0.7312118807533048;44.96536473584946;0;1;0
20820;0.7312241937828255;44.965373994451696;1;1;0
20815;0.7312241937828255;44.965373994451696;0;1;0
20810;0.7312241937828255;44.965373994451696;1;1;0
20820;0.5886340298467864;48.29845307619495;1;1;0
20810;0.5886340298467864;48.29845307619495;1;1;0
20815;0.5886470962779284;48.298462344004186;0;1;0
20801;0.5886605744348896;48.29846261871955;1;1;0
20820;0.5623223365235163;48.86887325837958;1;1;0
20810;0.5623223365235163;48.86887325837958;1;1;0
20815;0.5623219157500985;48.8688822472039;0;1;0
20801;0.5623355413217926;48.86888252478846;1;1;0
20820;0.5291073526655191;49.569514812208155;1;1;1
20815;0.5291660560279963;49.56944407838693;0;1;0
20810;0.5291643267838957;49.569480007624136;1;1;1
20810;0.7241350944633239;45.17993565085825;1;1;0
20815;0.7241601796903461;45.1799451702367;0;1;0
20801;0.7356091999404334;44.90363741596958;0;1;0
20820;0.7356088366934096;44.903646415759106;1;1;0
20810;0.7356088366934096;44.903646415759106;1;1;0
20815;0.7356215001517061;44.903646673914345;0;1;0
20801;0.8113802386010731;42.97330652181556;1;1;0
20815;0.8113795597719597;42.97332450139927;0;1;0
20810;0.8113795597719597;42.97332450139927;0;1;0
20801;0.6301017334774356;47.430575889058005;1;0;0
20801;0.6068136376625152;47.95650291779029;1;1;1
20810;0.7396791682802415;44.84194065176136;1;1;1
20820;0.73969218004192;44.841931909820744;1;1;1
20820;0.8118121299062265;43.01152493194586;1;1;1
20810;0.8118121299062265;43.01152493194586;1;1;1
20801;0.5429978889361664;49.394229295038826;1;1;0
20810;0.7285842757475283;45.17952183897486;1;1;1
20820;0.7288151741691891;45.179481498151354;1;1;1
20810;0.7518062609116171;44.61078938171891;1;1;1
20801;0.6423909741500575;47.23397521559447;1;1;1
20801;0.539919461941227;49.47399241180957;1;1;0
20820;0.7654600031340555;44.27675397908267;1;1;0
20820;0.7654600031340555;44.27675397908267;1;1;1
20810;0.7654600031340555;44.27675397908267;0;0;1
20810;0.765740723096746;44.27630944574432;1;1;0
20820;0.5382731987579242;49.52050053887659;1;1;1
20810;0.5382731987579242;49.52050053887659;1;1;1
20820;0.7534014703940862;44.61062368575111;1;1;1
20820;0.6042664296745874;48.121152357233775;1;1;1
20810;0.6042664296745874;48.121152357233775;0;0;1
20801;0.7308278077206897;45.17759474868094;0;1;0
20815;0.6349054235292546;47.44652402417345;0;1;0
20801;0.6349054235292546;47.44652402417345;1;1;0
20801;0.6880488390917854;46.23166780038814;1;1;1
20801;0.5324253154766699;49.692320170292206;1;1;0
20815;0.6696794522669369;46.677833569627246;0;1;0
20801;0.6696794522669369;46.677833569627246;1;1;0
20810;0.6696794522669369;46.677833569627246;1;1;0
20820;0.6409837194515688;47.341393664738895;1;1;1
20820;0.5544066451413272;49.24326231715369;1;1;1
20810;0.5544066451413272;49.24326231715369;1;1;1
20810;0.6454777463252521;47.250754238278645;1;1;0
20820;0.7839306826095165;43.91217234873931;1;1;1
20810;0.7839306826095165;43.91217234873931;1;1;1
20815;0.585749817662095;48.5988570329156;0;1;0
20801;0.5857633730997314;48.59885730789718;1;1;0
20801;0.6101944747334803;48.06408757573555;1;1;1
20810;0.6102798741022177;48.06427836878196;1;1;0
20820;0.586230890056165;48.59872280035075;1;1;0
20810;0.586230890056165;48.59872280035075;1;1;0
20810;0.6384817244553672;47.44068881069616;1;0;0
20801;0.8146859746721508;43.130025651659096;1;1;0
20820;0.8146856348517537;43.13003464265439;1;1;1
20801;0.7387015836706484;45.07784072142382;1;1;0
20801;0.6433481785506523;47.343972425214396;1;1;0
20810;0.8149945654086636;43.12998691855417;1;1;1
20810;0.721771584202228;45.498488861157064;1;1;1
20810;0.5305336987676421;49.81831891140324;0;1;0
20820;0.6508210516903765;47.20083068059438;1;1;1
20810;0.6508210516903765;47.20083068059438;1;1;0
20801;0.6428593711186362;47.38375174943653;1;1;0
20801;0.6508949274819615;47.20065204414741;1;1;1
20810;0.6428850769011143;47.383770282934016;1;1;1
20815;0.6429481546675765;47.38384361084866;0;1;0
20820;0.5393495846852788;49.64108212683252;1;0;0
20810;0.5394170129537215;49.64111945315166;1;1;0
20815;0.645357484693035;47.355856349064155;0;1;0
20801;0.7982121462620008;43.64080235058115;1;1;0
20815;0.6463888542653828;47.34262010668126;0;1;1
20810;0.6463892802078925;47.34321452688553;1;1;1
20801;0.6487152394692737;47.33216594314756;1;1;0
20801;0.783928246389453;44.06169149493574;1;1;1
20801;0.740239505450824;45.17980345448028;1;1;1
20820;0.6546846526579894;47.218607135839626;1;1;0
20810;0.7404707608745574;45.17975408908166;1;1;1
20820;0.7404976700801564;45.179718602445234;1;1;1
20820;0.648895988305507;47.356162180020036;0;0;1
20820;0.6454738124894025;47.43895729432351;1;1;1
20801;0.5574931925593529;49.37008032683648;1;1;0
20815;0.6552793996588874;47.2186101665885;0;1;1
20820;0.5870931143622502;48.75459082181981;1;1;1
20810;0.5870931143622502;48.75459082181981;1;1;1
20801;0.741655298575039;45.202423826153286;1;1;1
20801;0.7685989484690494;44.533713951043666;1;1;1
20801;0.659989562482344;47.15805392844724;1;1;1
20801;0.6743153341802001;46.828810457900445;1;1;0
20815;0.7438825682967581;45.169707320519834;0;1;1
20801;0.7438825682967581;45.169707320519834;1;1;1
20820;0.7001773614484872;46.23157133444589;1;1;1
20810;0.7001773614484872;46.23157133444589;1;1;1
20810;0.5577827534372078;49.433727288593595;1;1;1
20820;0.5577593133566747;49.43422139526799;1;1;1
20815;0.5577726622574517;49.43423065697087;0;1;1
20801;0.6603664534875734;47.17642645817192;0;1;1
20810;0.6526904868544544;47.35304172504921;1;1;1
20801;0.6527418758048845;47.35307878818604;1;1;1
20820;0.6527695388855972;47.35305232864941;1;1;1
20801;0.5583547700156364;49.43358595908988;1;1;0
20815;0.7313147325665276;45.50883459847313;0;1;1
20820;0.731371382103615;45.50901591113117;1;1;1
20810;0.731371382103615;45.50901591113117;1;1;1
20820;0.6550031169901644;47.316811311560734;1;0;0
20810;0.6555401241567425;47.31603861012391;0;1;0
20801;0.6648488058230303;47.103858325070675;0;1;1
20801;0.6601674369858486;47.21655639318925;0;1;1
20815;0.6579069292485615;47.28151996470139;0;1;1
20801;0.7335731279049239;45.489295995145405;1;1;1
20801;0.6200096577076056;48.139395061777954;1;1;0
20820;0.6487054313631481;47.50775416214402;1;1;1
20810;0.6487054313631481;47.50775416214402;1;0;1
20801;0.6487183150528804;47.50776342771975;1;1;0
20810;0.6559850332439394;47.34588529839434;1;1;1
20820;0.6531482180847408;47.41770538228599;1;1;1
20801;0.6591259405325411;47.28118431332858;1;1;1
20801;0.5929927283127466;48.79279866277842;0;0;0
20810;0.6565414847074055;47.37956142099352;1;1;1
20801;0.6629643187949924;47.239804846557554;0;1;1
20801;0.6604458724991741;47.30253805207309;1;1;1
20810;0.6605151516106789;47.30246739800144;1;1;1
20815;0.6564804768622828;47.41948369670459;0;1;1
20801;0.6564804768622828;47.41948369670459;0;1;0
20815;0.7494441636293475;45.21749812126907;0;1;1
20820;0.6582861710272844;47.390313765421666;1;1;1
20820;0.6602756182934943;47.34625100298408;1;1;1
20810;0.7496515786045371;45.21772749760547;1;1;1
20801;0.7496581419624422;45.21788076394176;1;1;1
20801;0.8097244328373655;43.68887788808742;1;1;1
20820;0.7497134374915201;45.21777378334086;1;1;1
20801;0.6232214670868259;48.193572057714285;0;1;0
20801;0.5799075167362951;49.140483429040664;1;1;0
20815;0.6567558262972791;47.446560807462184;0;1;1
20810;0.6568373794636811;47.44651742070214;1;1;1
20801;0.6570452743004338;47.44662067031231;1;1;0
20801;0.5484291060846489;49.82839625571597;1;1;0
20810;0.6603507435880753;47.390715578109585;1;1;1
20801;0.6605366404650244;47.39071031353338;1;1;1
20815;0.6642864577980695;47.32199695523879;0;1;1
20820;0.6259246253152682;48.19184404329103;1;1;1
20801;0.5666706940507592;49.47905565951956;1;1;1
20810;0.6260884659762178;48.19179332567003;1;1;1
20801;0.7543040687799708;45.17781734766126;1;1;0
20801;0.6647567489838048;47.321538091129135;1;1;1
20801;0.6639091041609894;47.35044896138899;1;1;0
20810;0.6639250056111785;47.3506924471661;1;1;1
20815;0.6643362476626588;47.34916066590392;0;1;1
20815;0.5669463236843134;49.498609336265105;0;1;1
20820;0.7473252573714007;45.38109548954003;1;1;0
20801;0.7473252573714007;45.38109548954003;1;1;0
20810;0.7473252573714007;45.38109548954003;1;1;0
20815;0.747337665075257;45.38110474723558;0;1;0
20820;0.7507569868904237;45.299695183331266;1;1;1
20810;0.7507569868904237;45.299695183331266;1;1;1
20801;0.5881059033591808;49.08307849441498;1;1;1
20810;0.588267804015222;49.08254201366219;1;1;1
20820;0.5883253451510277;49.08277705143793;1;1;1
20815;0.5883390270455853;49.08277732600721;0;1;1
20801;0.7286110553979487;45.88736471249954;1;1;1
20820;0.7072144938051946;46.41360442690104;1;1;1
20801;0.7072144938051946;46.41360442690104;1;1;0
20815;0.683885353871284;46.964450089506364;0;1;1
20810;0.667033730551548;47.356608908235124;1;1;1
20801;0.5885004185405759;49.10904708488451;1;1;0
20810;0.7078327151528798;46.41376998764468;1;1;1
20801;0.6669273252948494;47.38099519744658;1;1;1
20815;0.6670068128735723;47.380996793073756;0;1;1
20820;0.7311289419757098;45.86756023242979;1;1;1
20810;0.7311289419757098;45.86756023242979;1;1;1
20810;0.6658743513834369;47.41036051221646;1;1;1
20815;0.6658879984995659;47.41035178023744;0;1;0
20801;0.666084474803251;47.410409759154376;1;1;0
20820;0.6394605936409142;48.01530593236651;1;1;0
20815;0.6394605936409142;48.01530593236651;0;1;0
20810;0.6394605936409142;48.01530593236651;1;1;0
20801;0.6394735991229454;48.0153151963456;1;1;0
20801;0.6695862212112309;47.3427006374537;1;1;1
20820;0.6669337766754898;47.40583378789354;1;1;1
20820;0.6697087387398125;47.343540668359;1;1;1
20801;0.6672846491502847;47.40569673282466;1;1;1
20820;0.6682034692243614;47.384884384565154;1;1;1
20801;0.7775521507175055;44.74801781952774;1;1;1
20820;0.6750231776476454;47.24199276278197;1;1;1
20810;0.6750231776476454;47.24199276278197;1;1;0
20810;0.7607879077016784;45.18382068704625;1;1;1
20820;0.7608790712409939;45.183453196593334;1;1;1
20820;0.5738272090915604;49.489710609104584;1;1;1
20810;0.5738940401048275;49.48975690593406;1;1;1
20815;0.6394382772327795;48.06999800942957;0;1;1
20801;0.7559643895318621;45.32441874371046;1;1;0
20820;0.755964026829824;45.32442774449599;1;1;0
20820;0.6395668614480952;48.070126624641084;1;0;0
20815;0.7559764233467583;45.32443700114323;0;1;0
20820;0.7151616199931007;46.32049033234548;1;1;1
20810;0.7151616199931007;46.32049033234548;1;1;1
20801;0.6685340096178404;47.41448452738106;1;1;0
20801;0.5745417486386326;49.489778863978046;0;1;1
20810;0.7561477332930137;45.324305315422734;1;1;0
20815;0.7152726417814483;46.32250145385645;0;1;1
20801;0.7153517206091902;46.3224760140129;1;1;1
20801;0.7686595070865436;45.01651843572477;0;1;0
20820;0.7686591484184837;45.01652743591727;1;1;0
20810;0.7686591484184837;45.01652743591727;1;1;0
20815;0.7686718375514827;45.01652769031392;0;1;0
20801;0.681042990394939;47.13340270459871;0;1;1
20820;0.582017594804594;49.339880167351645;1;0;0
20810;0.6714846979545683;47.38047418562192;1;1;1
20801;0.6760726671695274;47.276454464831566;0;1;1
20801;0.6712747054317417;47.3892778342932;0;1;1
20815;0.6713923919856497;47.3893162158062;0;1;1
20820;0.65693440671106;47.720385073401765;1;1;0
20810;0.65693440671106;47.720385073401765;1;1;0
20801;0.6569473432413127;47.72039433706099;1;1;0
20820;0.6714313603075067;47.38933500837724;1;1;1
20815;0.6570562537958811;47.7206486457629;0;1;0
20810;0.677382458631018;47.275544035822605;1;1;1
20820;0.6774089026008757;47.27554456534516;1;1;1
20810;0.6734495844108868;47.39447278961391;1;1;1
20820;0.5790370538354611;49.508931031023955;1;1;1
20810;0.5790349383873467;49.50897594649026;1;1;1
20810;0.6734122037322033;47.42436256522995;1;1;1
20801;0.6734254624149218;47.42436283042747;1;1;0
20810;0.6108812734051401;48.8297963075514;1;1;1
20820;0.6111878214451768;48.82964947437189;1;1;1
20801;0.7691592067269509;45.137211263484694;1;1;1
20810;0.65136533078953;47.940502402011205;1;1;1
20820;0.769390619676188;45.13715283820425;1;1;1
20810;0.7693902603516704;45.13716183867766;1;1;1
20815;0.7694232391090673;45.1369733373793;0;1;1
20810;0.6749198628407325;47.41072183946831;1;1;1
20801;0.675861135628659;47.389937001756735;1;1;1
20820;0.674958847960984;47.41074063067815;1;1;1
20820;0.6517441642710479;47.94041994063985;1;1;1
20815;0.6756500513740975;47.3951111982323;0;1;1
20820;0.5781173501851457;49.55365348012789;1;1;1
20810;0.5781173501851457;49.55365348012789;1;1;1
20801;0.840530751825407;43.30872496566983;0;1;0
20820;0.8405300781388618;43.30874295038868;1;1;0
20815;0.8405300781388618;43.30874295038868;0;1;0
20810;0.8405300781388618;43.30874295038868;1;1;0
20810;0.6768479284997991;47.38828162031386;1;1;1
20801;0.5805477936922083;49.52553244365053;1;1;1
20820;0.5807723948619926;49.52545600229134;1;1;1
20810;0.5809384136689738;49.52545032287332;1;1;1
20815;0.5810358570302706;49.52543428394913;0;1;1
20810;0.6793870924224349;47.346166108715394;1;1;1
20820;0.6776109043859234;47.39301598113597;1;1;1
20820;0.7390197691842512;45.93930087488954;1;1;1
20810;0.7390197691842512;45.93930087488954;1;1;1
20820;0.6757286094964248;47.45691962206605;1;1;1
20801;0.8406231519835483;43.376005727491716;1;1;1
20820;0.6774388609525134;47.43035083824805;1;1;1
20801;0.7706267591013631;45.19420540050576;0;1;0
20801;0.677613190313691;47.43061548629342;1;1;1
20815;0.6776124100866959;47.430633482281976;0;1;1
20801;0.6798784303836444;47.38199294834316;1;1;1
20810;0.7710704954277809;45.1942592990533;1;1;1
20820;0.7711228512351967;45.19422431318758;1;1;1
20815;0.7711355807663928;45.19422456731462;0;1;1
20820;0.8577925300640284;42.941080510078784;1;1;0
20810;0.8577925300640284;42.941080510078784;1;1;0
20801;0.8578054300073235;42.94106277465595;1;1;0
20815;0.857804433911141;42.94108974370666;0;1;0
20810;0.6805236885642052;47.38178968419397;1;1;1
20801;0.7723531993590703;45.178079953371544;1;1;1
20801;0.6803949104840396;47.39641276135137;1;1;1
20820;0.6805557865874797;47.39422753373973;1;0;1
20801;0.6818763694201223;47.37319794744859;1;1;1
20810;0.6515775250216576;48.07219426357201;1;1;0
20810;0.6213456596365998;48.74712589127552;1;1;1
20820;0.6473711279648574;48.169804300618516;1;0;0
20801;0.651719964199299;48.07231413821335;1;1;1
20820;0.843190922314351;43.37398703901286;1;1;0
20815;0.6213819360948787;48.74722559393094;0;1;1
20820;0.6214478587061661;48.74727189835524;1;1;1
20810;0.6267953171883449;48.629937719173114;1;1;0
20820;0.6268163279783153;48.630073123409396;1;1;0
20815;0.6268163279783153;48.630073123409396;0;1;0
20801;0.6268294839412527;48.63008238461652;0;1;0
20810;0.6816330313184431;47.394158962650884;0;1;1
20801;0.683719354364918;47.35631237631525;1;1;1
20820;0.6822336177061707;47.3940718733213;1;0;1
20801;0.8416738294435607;43.43553301441264;1;1;1
20801;0.8395281849173583;43.49760032231382;1;1;0
20810;0.8395278468104107;43.49760931593647;1;1;0
20810;0.6832816057168889;47.377188605068554;1;1;1
20815;0.8395862372854487;43.49770048281892;0;1;0
20820;0.6838805166325937;47.366699550783785;1;1;1
20820;0.6827894436922166;47.394713367568244;1;0;1
20820;0.6390558901897428;48.39820175543097;1;1;0
20810;0.6390558901897428;48.39820175543097;1;1;0
20815;0.6390554863060087;48.39821074803306;0;1;0
20801;0.6390689902903401;48.39821101698744;1;1;0
20820;0.6842719686935158;47.37329074135367;1;1;1
20820;0.6635566270630119;47.85567937409405;1;1;0
20810;0.6635566270630119;47.85567937409405;1;1;0
20810;0.6833062510724174;47.40300908804923;1;1;1
20815;0.663569993290136;47.85567964035501;0;1;0
20801;0.6635695976796938;47.85568863631306;1;1;0
20801;0.5936905494158723;49.39913333857317;1;1;1
20820;0.5937660928325722;49.3989909603548;1;1;1
20801;0.6833964497859196;47.40460492448607;1;1;0
20810;0.593819058230877;49.399036976904604;1;1;1
20820;0.6828237461202096;47.42214588512212;1;1;1
20810;0.6836778132906167;47.407609481736586;1;1;1
20810;0.683060447708463;47.422195629381555;1;1;1
20801;0.6831130913576053;47.42220568381288;0;1;0
20815;0.6831984489476991;47.42176609989912;0;1;1
20810;0.6845103569381569;47.392946475331655;0;1;1
20801;0.676737932309666;47.572272318025675;1;0;0
20815;0.6886953730632799;47.29926746062589;0;1;1
20820;0.6770061877835146;47.572223629424144;1;0;0
20801;0.6843588125923641;47.410576963039674;1;1;1
20810;0.6895486038047546;47.29943755835433;1;1;1
20810;0.6847234080336805;47.41442070712025;1;1;1
20815;0.6849326409425119;47.41019213127284;0;1;1
20820;0.6897205668525159;47.299440982085535;1;1;1
20801;0.6897201797200174;47.29944998063276;1;1;1
20801;0.8571408251519033;43.10621545744332;0;1;0
20801;0.692163517285702;47.24567667981467;1;1;1
20801;0.7036841062208319;46.980617813163285;1;1;1
20815;0.624991857779115;48.77016153930278;0;1;1
20820;0.624986947563811;48.77026941726397;1;1;1
20810;0.6250973854858891;48.77023562169681;1;1;1
20801;0.625123358297549;48.770263132110216;1;1;1
20801;0.6865088882350093;47.39027548667388;1;1;1
20801;0.7491188078449162;45.91335030111112;1;1;0
20801;0.6871883222063597;47.3935851686331;1;1;1
20820;0.8222100535672546;44.074443616393026;1;1;1
20810;0.8222100535672546;44.074443616393026;0;0;1
20815;0.8222243400940255;44.07472301552672;0;1;1
20810;0.6882014477108939;47.39254262437048;0;1;0
20801;0.7638616967508335;45.581229904800104;1;1;0
20815;0.7638613336508948;45.581238905946094;0;1;0
20810;0.7638613336508948;45.581238905946094;1;1;0
20820;0.8196286065394369;44.183880679503396;1;1;1
20820;0.6892318628847884;47.390482748193534;1;1;1
20810;0.6892953997763119;47.39054705253826;1;1;1
20820;0.7831969145303732;45.12020557323324;1;1;1
20810;0.7831969145303732;45.12020557323324;1;1;1
20815;0.7832096272623139;45.12020582597965;0;1;1
20801;0.8198467624423099;44.18406510000729;1;1;1
20810;0.8198589206236718;44.184074345869526;1;1;1
20801;0.6289625114052302;48.763662916972706;1;1;1
20820;0.6892990885282302;47.40276810571472;1;1;1
20801;0.6919905731605717;47.341499925939466;1;1;0
20820;0.8508419349486022;43.37624513961094;1;1;1
20810;0.8508419349486022;43.37624513961094;1;1;1
20815;0.692085176490646;47.341456775557646;0;1;1
20820;0.6898029413585639;47.3947718991324;1;1;1
20820;0.6900403221687205;47.38957120828717;1;1;0
20815;0.6907627222530822;47.37403231242211;0;1;1
20815;0.6141659764802558;49.099169609959176;0;1;1
20810;0.6141863170971766;49.09932293315851;1;1;1
20820;0.6142572309321623;49.09927036891545;1;1;1
20801;0.6031246241587834;49.35213563793546;1;1;0
20801;0.691313618592926;47.38525565537792;1;1;0
20815;0.6913545283332729;47.385229450191304;0;1;1
20810;0.6913541408556536;47.38523844841422;1;1;1
20820;0.6914328605177306;47.385258023783315;1;1;1
20801;0.6919192695429094;47.37950388938897;1;1;1
20810;0.6941413722014641;47.33615700747887;1;1;1
20810;0.6025952464849221;49.38513782189498;1;1;0
20820;0.6942549095892456;47.3356729324369;1;1;1
20810;0.6916996767131747;47.39723215613253;1;1;1
20801;0.6160132225259711;49.099215252154835;1;1;0
20801;0.6917722142013494;47.39739570198353;1;1;1
20810;0.7095817567284818;46.98120345069339;1;1;1
20820;0.7097257987434025;46.982152070320616;1;1;1
20815;0.7552682548754499;45.88943767151202;0;1;1
20801;0.6335738951669225;48.747512910878065;1;1;1
20810;0.6952948761001936;47.359271426082906;1;1;1
20820;0.6953973382376404;47.35935451277614;1;1;1
20801;0.6954101943534583;47.35936377381398;1;1;1
20810;0.6947947348881299;47.37430149028845;1;1;1
20815;0.8164676633559138;44.389503531705415;0;1;1
20820;0.8166423059465859;44.389534010864466;1;1;1
20810;0.6949089942666782;47.37966229104066;1;1;1
20801;0.6946305968959059;47.38922104689074;1;1;1
20815;0.6950682578935822;47.37935024221467;0;1;1
20801;0.6936319921121424;47.41304872344946;1;1;0
20820;0.6937478104776442;47.413132072522906;1;1;1
20815;0.6937630028571828;47.41308734480737;0;1;1
20810;0.694811455167099;47.38933270434665;1;1;1
20810;0.6938576723806587;47.41150420093314;1;1;1
20810;0.6954352326629344;47.380375189432094;1;1;1
20820;0.6617457437122883;48.18282783777178;1;1;1
20815;0.6989119622075909;47.332730256841664;0;1;1
20810;0.6619103186642377;48.182759081986994;1;1;1
20801;0.8228813747368625;44.27858206462762;1;1;1
20815;0.694550035267625;47.43827400912666;0;1;1
20801;0.6620432153823701;48.182797722162604;1;1;1
20810;0.6947495347496181;47.44011512270642;1;1;1
20820;0.6997319712263714;47.338942689785036;0;1;0
20810;0.6977969702148519;47.384969979866625;1;1;1
20820;0.6961452102598834;47.423716341869955;1;1;1
20820;0.6977816857068062;47.3868699209755;0;1;1
20810;0.6961796714085265;47.42414930030249;1;1;1
20820;0.6980429829304;47.381093307068994;1;1;1
20815;0.696193704043431;47.42413156674005;0;1;1
20801;0.696204254169572;47.42419481592067;1;1;1
20801;0.695586146623363;47.439798484636526;1;1;0
20801;0.7024337746874973;47.28574272970395;1;1;1
20820;0.7903870124668827;45.14751516757215;1;1;1
20810;0.6998681257256626;47.351220629750664;1;1;1
20801;0.6953012829173348;47.457831155851316;1;1;0
20801;0.6998996225962363;47.35110417512988;1;1;0
20820;0.5972399297308881;49.651221307614314;1;1;0
20810;0.7914726774980305;45.14516766539982;1;1;1
20820;0.6824531077066877;47.792036260840675;1;1;0
20810;0.6824531077066877;47.792036260840675;1;1;0
20815;0.6824664580407613;47.7920365249585;0;1;0
20801;0.6824660660983558;47.79204552130987;1;0;0
20801;0.5895161617396901;49.84721788584993;1;1;0
20820;0.8699175629722917;43.11939834621147;1;1;1
20801;0.7001404250123544;47.392473238303964;1;1;1
20810;0.869966326419659;43.1194083076944;1;1;1
20801;0.7026443130218445;47.33652367171645;1;1;1
20815;0.870180124345397;43.11693818663085;0;1;1
20810;0.822413578597927;44.39033270711982;1;1;0
20810;0.7003228187234009;47.39625930487738;1;1;1
20801;0.7388539118616975;46.48522976731203;0;1;0
20820;0.6991423250618554;47.42746801533658;1;1;1
20801;0.8227635676905275;44.390375649727396;1;1;1
20815;0.7010737579731677;47.3886461949893;0;1;1
20810;0.7010785188087654;47.38884441834875;1;1;1
20801;0.7011167254570948;47.38888119745527;1;1;0
20810;0.8053596407182871;44.84611433352286;1;1;1
20801;0.7816475041490996;45.46344810344843;1;1;0
20810;0.781647144699965;45.46345710451999;1;1;0
20815;0.7816599359597853;45.46345735745977;0;1;0
20820;0.6868367767006047;47.74131209769996;1;0;0
20801;0.7025075122750684;47.37839882299776;1;1;1
20820;0.806258892359398;44.84675358432414;1;1;1
20801;0.6873360784615504;47.74088075272203;1;1;0
20810;0.6031560510725058;49.61146647455398;1;1;1
20810;0.7031774937399484;47.3788533552692;1;1;1
20801;0.8421970660251215;43.9346580431159;1;1;0
20820;0.8421967257489071;43.934667039321965;1;1;0
20815;0.8421967257489071;43.934667039321965;0;1;0
20810;0.8421967257489071;43.934667039321965;1;1;0
20801;0.6792791026676567;47.945027580990974;1;1;0
20820;0.753923195350743;46.18334188989454;1;1;0
20801;0.753923195350743;46.18334188989454;0;1;0
20810;0.753923195350743;46.18334188989454;1;1;0
20815;0.7539357856577084;46.1833511472041;0;1;0
20810;0.7734350436712732;45.70411419256259;1;1;1
20820;0.7734643608369348;45.70402468758012;1;1;1
20801;0.5930429432094392;49.84877048554008;0;1;0
20815;0.5930513255797148;49.84888749399626;0;1;1
20820;0.5930706310729684;49.849067633341456;1;1;1
20810;0.5930706310729684;49.849067633341456;1;1;0
20815;0.7053377141664902;47.349752757603895;0;1;1
20801;0.6657262313044446;48.26480406826989;1;1;0
20801;0.7051711217677826;47.359223771895095;1;1;1
20810;0.7051711217677826;47.359223771895095;1;1;1
20820;0.6658256266887863;48.26499506081795;1;1;1
20810;0.6658256266887863;48.26499506081795;1;1;1
20810;0.7040478790164384;47.39413550623541;1;1;1
20820;0.7040981866290793;47.394199540674904;1;1;1
20801;0.7041414093225313;47.39411934171369;1;1;1
20815;0.7041955709047001;47.39409339381108;0;1;1
20801;0.6050841139791534;49.611954021019194;1;1;0
20801;0.7038233326177519;47.40464086469773;1;1;1
20820;0.6052173279124061;49.61176784853419;1;1;1
20801;0.7057771315261283;47.36674671052408;1;1;1
20810;0.7057482511979175;47.37423907357299;1;1;1
20820;0.7043406585470205;47.40711866695405;1;1;1
20815;0.7043348766933487;47.40725363963048;0;1;1
20810;0.7043550694772176;47.40709193409277;1;1;1
20820;0.7032877133101901;47.43633048337528;1;1;1
20801;0.7034653738461851;47.435901717994376;1;1;0
20815;0.7074405159767362;47.36752703516889;0;1;1
20820;0.7074670055820115;47.36752755782031;1;1;1
20810;0.7050292842175223;47.42697191850326;1;1;1
20801;0.7071711483444597;47.41196558211506;1;1;0
20810;0.7116339742908581;47.31740114582558;1;1;0
20801;0.7117799149116657;47.31739501658544;1;1;1
20820;0.7285241665784088;46.943243279692915;1;1;1
20810;0.7285150915492891;46.94345927553736;1;1;1
20801;0.7113590529437958;47.348700775819346;1;1;1
20820;0.7113479209634846;47.34896173033886;1;1;1
20810;0.7105907048831334;47.382232734296295;1;1;1
20815;0.7114192699206616;47.3755576852956;0;1;1
20820;0.745510770090638;46.57088441991412;1;1;1
20810;0.745510770090638;46.57088441991412;1;1;1
20801;0.7455398543115583;46.57081292830787;1;1;1
20820;0.7119506878681553;47.382367585476864;1;1;1
20815;0.7461040545922795;46.57138253836462;0;1;1
20801;0.7120532199320126;47.38245065664616;1;1;1
20810;0.7128701399041769;47.36827345761084;1;1;1
20801;0.7133204369058712;47.36703950382532;0;1;1
20810;0.7369533374029208;46.816647698713496;1;1;1
20820;0.713430666356126;47.3753361081864;1;1;1
20820;0.7372166288602154;46.816941122446295;1;1;1
20801;0.6833664799509493;48.082150413183975;1;1;1
